country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_per_capita,co2_per_gdp,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
India,1917,IND,298077789.0,338632802304.0,,,35.02,1.502,4.482,135.966,1.649,1.227,0.456,0.402,0.117,0.103,31.715,0.106,,523.002,5987.812,464.49,0.0,8157.923,58.512,0.0,0.0,0.337,1.341,100.946,0.339,241.825,0.811,45.651,0.153,3.305,0.011,,0.987,1.68,0.971,,0.56,1.773,0.518,0.0,3.278,1.82,0.0,2.221,1.381,3.363,0.004,0.002,0.007,0.001,399.712,100.467
India,1918,IND,298421342.0,295336804352.0,,,39.359,4.34,12.392,140.009,4.042,2.973,0.469,0.474,0.132,0.133,36.087,0.121,,562.361,6127.821,500.577,0.0,8258.572,61.784,0.0,0.0,0.354,1.355,100.649,0.337,243.03,0.814,45.756,0.153,3.272,0.011,,1.125,1.74,1.122,,0.58,1.772,0.539,0.0,3.259,1.786,0.0,2.213,1.335,3.331,0.004,0.002,0.007,0.001,404.508,105.759
India,1919,IND,299273541.0,335829991424.0,,,42.975,3.615,9.186,144.019,4.011,2.865,0.481,0.429,0.144,0.128,39.403,0.132,,605.336,6271.841,539.98,0.0,8359.617,65.356,0.0,0.0,0.368,1.371,101.045,0.338,244.039,0.815,45.868,0.153,3.572,0.012,,1.417,1.916,1.449,,0.605,1.775,0.565,0.0,3.241,1.751,0.0,2.255,1.306,3.307,0.004,0.002,0.007,0.001,410.289,110.131
India,1920,IND,300639878.0,309267202048.0,,,34.868,-8.107,-18.864,298.929,154.91,107.562,0.994,0.967,0.116,0.113,31.277,0.104,,640.204,6570.77,571.257,0.0,8623.678,68.947,0.0,0.0,0.335,1.545,264.061,0.878,242.867,0.808,45.991,0.153,3.591,0.012,,0.986,3.672,0.998,,0.618,1.818,0.579,0.0,3.285,1.684,0.0,5.736,0.995,3.289,0.004,0.002,0.007,0.001,464.457,100.6
India,1921,IND,302525896.0,332498599936.0,,,37.506,2.638,7.564,368.822,69.893,23.381,1.219,1.109,0.124,0.113,33.614,0.111,,677.709,6939.592,604.871,0.0,8954.995,72.838,0.0,0.0,0.344,1.643,331.317,1.095,245.727,0.812,46.134,0.152,3.891,0.013,,1.207,4.642,1.258,,0.635,1.879,0.596,0.0,3.35,1.622,0.0,6.847,0.979,3.284,0.004,0.002,0.007,0.001,496.972,104.149
India,1922,IND,304937193.0,346716798976.0,,,36.903,-0.602,-1.606,407.255,38.433,10.42,1.336,1.175,0.121,0.106,33.104,0.109,,714.613,7346.847,637.975,0.0,9325.347,76.637,0.0,0.0,0.341,1.69,370.352,1.215,248.148,0.814,46.3,0.152,3.799,0.012,,1.134,5.055,1.194,,0.65,1.946,0.612,0.0,3.427,1.554,0.0,7.712,0.867,3.283,0.004,0.003,0.008,0.001,515.495,104.018
India,1923,IND,307879422.0,335551987712.0,,,37.972,1.069,2.895,431.439,24.184,5.938,1.401,1.286,0.123,0.113,34.231,0.111,,752.585,7778.286,672.206,0.0,9718.813,80.378,0.0,0.0,0.344,1.712,393.467,1.278,250.887,0.815,46.483,0.151,3.741,0.012,,1.029,5.018,1.087,,0.662,2.015,0.626,0.0,3.508,1.484,0.0,8.017,0.77,3.282,0.004,0.003,0.008,0.001,527.206,105.876
India,1924,IND,310850039.0,351853707264.0,,,40.628,2.656,6.995,452.387,20.949,4.856,1.455,1.286,0.131,0.115,36.879,0.119,,793.213,8230.674,709.086,0.0,10130.572,84.127,0.0,0.0,0.353,1.739,411.759,1.325,253.91,0.817,46.676,0.15,3.749,0.012,,1.097,5.246,1.169,,0.676,2.085,0.642,0.0,3.593,1.426,0.0,8.367,0.774,3.286,0.004,0.003,0.008,0.001,540.543,109.605
India,1925,IND,313849318.0,356048699392.0,,,40.085,-0.543,-1.337,466.505,14.118,3.121,1.486,1.31,0.128,0.113,36.399,0.116,,833.298,8697.178,745.485,0.0,10556.992,87.813,0.0,0.0,0.349,1.751,426.42,1.359,256.344,0.817,46.873,0.149,3.686,0.012,,1.072,5.387,1.154,,0.688,2.156,0.656,0.0,3.68,1.371,0.0,8.67,0.729,3.294,0.004,0.003,0.008,0.001,549.459,109.545
India,1926,IND,316877536.0,367478407168.0,,,39.943,-0.142,-0.355,475.905,9.4,2.015,1.502,1.295,0.126,0.109,36.568,0.115,,873.24,9173.083,782.053,0.0,10992.955,91.187,0.0,0.0,0.347,1.758,435.962,1.376,258.894,0.817,47.067,0.149,3.375,0.011,,1.086,5.529,1.186,,0.7,2.227,0.67,0.0,3.767,1.319,0.0,8.843,0.666,3.305,0.004,0.003,0.008,0.001,556.948,110.003
India,1927,IND,319934973.0,367200010240.0,,,41.884,1.941,4.86,487.53,11.625,2.443,1.524,1.328,0.131,0.114,38.454,0.12,,915.124,9660.613,820.507,0.0,11438.602,94.617,0.0,0.0,0.353,1.77,445.646,1.393,261.777,0.818,47.251,0.148,3.43,0.011,,1.044,5.43,1.143,,0.711,2.295,0.683,0.0,3.854,1.267,0.0,8.974,0.619,3.317,0.004,0.003,0.009,0.001,566.427,112.878
India,1928,IND,323021910.0,370912493568.0,0.289,0.001,40.073,-1.811,-4.323,491.439,3.908,0.802,1.521,1.325,0.124,0.108,39.257,0.122,0.289,955.197,10152.052,859.764,0.0,11889.967,95.144,0.0,0.0,0.346,1.766,451.366,1.397,264.355,0.818,47.419,0.147,0.528,0.002,0.812,1.003,5.499,1.187,0.348,0.72,2.362,0.697,0.0,3.941,1.184,0.0,9.137,0.093,3.332,0.004,0.003,0.009,0.001,570.298,111.696
India,1929,IND,326429031.0,386395996160.0,0.293,0.001,41.708,1.635,4.08,502.569,11.131,2.265,1.54,1.301,0.128,0.108,40.781,0.125,0.581,996.905,10654.622,900.545,0.0,12350.828,95.778,0.0,0.0,0.35,1.779,460.862,1.412,267.185,0.819,47.564,0.146,0.634,0.002,0.793,0.973,5.473,1.157,0.485,0.728,2.427,0.709,0.0,4.028,1.107,0.0,9.417,0.102,3.347,0.004,0.003,0.009,0.001,580.565,114.215
India,1930,IND,330163509.0,389214797824.0,0.293,0.001,42.399,0.692,1.658,514.733,12.164,2.42,1.559,1.322,0.128,0.109,41.451,0.126,0.874,1039.304,11169.354,941.996,0.0,12823.163,96.434,0.0,0.0,0.35,1.785,472.334,1.431,269.84,0.817,47.679,0.144,0.656,0.002,0.823,1.071,5.733,1.289,0.563,0.737,2.493,0.724,0.0,4.115,1.042,0.0,9.409,0.109,3.368,0.005,0.003,0.009,0.001,589.28,115.616
India,1931,IND,334232641.0,386353004544.0,0.3,0.001,38.851,-3.548,-8.369,515.897,1.164,0.226,1.544,1.335,0.116,0.101,37.814,0.113,1.174,1078.155,11685.252,979.811,0.0,13300.209,97.171,0.0,0.0,0.336,1.769,477.046,1.427,272.854,0.816,47.778,0.143,0.736,0.002,0.971,1.098,5.913,1.335,0.63,0.746,2.558,0.737,0.0,4.198,0.988,0.0,9.201,0.127,3.391,0.005,0.004,0.01,0.001,591.399,112.199
India,1932,IND,338643856.0,390754009088.0,0.304,0.001,36.129,-2.722,-7.005,516.214,0.317,0.061,1.524,1.321,0.107,0.092,35.093,0.104,1.478,1114.285,12201.466,1014.904,0.0,13780.294,97.903,0.0,0.0,0.324,1.757,480.085,1.418,276.041,0.815,47.877,0.141,0.733,0.002,1.23,1.132,6.126,1.391,0.701,0.754,2.623,0.749,0.0,4.279,0.942,0.0,9.173,0.132,3.418,0.005,0.004,0.01,0.001,594.829,109.791
India,1933,IND,343404711.0,391381188608.0,0.319,0.001,35.467,-0.662,-1.833,520.378,4.164,0.807,1.515,1.33,0.103,0.091,34.46,0.1,1.797,1149.752,12721.844,1049.363,0.0,14265.205,98.592,0.0,0.0,0.32,1.754,484.911,1.412,279.627,0.814,47.978,0.14,0.689,0.002,1.337,1.055,6.009,1.306,0.765,0.761,2.685,0.76,0.0,4.358,0.896,0.0,9.154,0.113,3.445,0.005,0.004,0.01,0.001,602.349,109.849
India,1934,IND,348232496.0,395071586304.0,0.39,0.001,39.611,4.144,11.683,527.094,6.716,1.291,1.514,1.334,0.114,0.1,38.411,0.11,2.187,1189.363,13248.939,1087.774,0.0,14752.688,99.402,0.0,0.0,0.332,1.76,487.483,1.4,284.089,0.816,48.081,0.138,0.81,0.002,1.368,1.083,5.861,1.334,0.831,0.769,2.744,0.771,0.0,4.434,0.854,0.0,9.133,0.126,3.47,0.005,0.004,0.01,0.001,612.867,115.596
India,1935,IND,353128154.0,390890389504.0,0.454,0.001,41.393,1.782,4.499,531.308,4.214,0.799,1.505,1.359,0.117,0.106,40.082,0.114,2.641,1230.756,13780.246,1127.857,0.0,15242.603,100.259,0.0,0.0,0.336,1.758,489.915,1.387,288.116,0.816,48.187,0.136,0.857,0.002,1.416,1.079,5.841,1.337,0.894,0.776,2.801,0.783,0.0,4.51,0.813,0.0,9.312,0.124,3.497,0.005,0.004,0.011,0.001,620.801,118.553
India,1936,IND,358092638.0,406292692992.0,0.499,0.001,40.684,-0.709,-1.712,534.351,3.043,0.573,1.492,1.315,0.114,0.1,39.376,0.11,3.14,1271.441,14314.598,1167.232,0.0,15736.269,101.069,0.0,0.0,0.331,1.754,493.667,1.379,293.405,0.819,48.296,0.135,0.81,0.002,1.288,0.967,5.62,1.198,0.94,0.781,2.855,0.792,0.0,4.584,0.772,0.0,9.313,0.107,3.522,0.005,0.004,0.011,0.001,628.107,118.569
India,1937,IND,363126915.0,399830188032.0,0.581,0.002,45.067,4.383,10.773,542.041,7.69,1.439,1.493,1.356,0.124,0.113,43.599,0.12,3.721,1316.508,14856.639,1210.832,0.0,16233.242,101.956,0.0,0.0,0.343,1.765,496.973,1.369,299.688,0.825,48.41,0.133,0.887,0.002,1.425,1.002,5.495,1.258,0.993,0.787,2.906,0.803,0.0,4.656,0.732,0.0,9.258,0.105,3.549,0.005,0.004,0.011,0.001,640.828,124.628
India,1938,IND,368231967.0,400546496512.0,0.0,0.0,50.38,5.312,11.788,549.488,7.447,1.374,1.492,1.372,0.137,0.126,49.357,0.134,3.721,1366.888,15406.126,1260.189,0.0,16732.35,102.978,0.0,0.0,0.358,1.78,499.108,1.355,306.307,0.832,48.529,0.132,1.022,0.003,0.0,1.191,5.696,1.528,0.9,0.797,2.957,0.818,0.0,4.726,0.698,0.0,9.212,0.124,3.58,0.006,0.004,0.011,0.002,655.5,131.908
India,1939,IND,371781679.0,409623592960.0,0.0,0.0,49.312,-1.067,-2.119,552.836,3.348,0.609,1.487,1.35,0.133,0.12,48.36,0.13,3.721,1416.2,15958.962,1308.548,0.0,17235.873,103.931,0.0,0.0,0.354,1.783,503.524,1.354,311.676,0.838,48.653,0.131,0.953,0.003,0.0,1.103,5.626,1.408,0.829,0.805,3.007,0.831,0.0,4.796,0.666,0.0,9.399,0.111,3.61,0.006,0.005,0.012,0.002,662.789,131.513
India,1940,IND,373766276.0,422772408320.0,0.0,0.0,52.31,2.997,6.078,558.962,6.126,1.108,1.495,1.322,0.14,0.124,51.177,0.137,3.721,1468.51,16517.924,1359.726,0.0,17742.527,105.063,0.0,0.0,0.364,1.802,506.652,1.356,317.831,0.85,48.784,0.131,1.132,0.003,0.0,1.071,5.404,1.348,0.774,0.812,3.052,0.843,0.0,4.863,0.636,0.0,9.282,0.126,3.641,0.006,0.005,0.012,0.002,673.419,135.921
India,1941,IND,374175756.0,431261712384.0,1.084,0.003,53.581,1.272,2.431,562.961,4.0,0.716,1.505,1.305,0.143,0.124,51.31,0.137,4.805,1522.091,17080.885,1411.036,0.0,18251.906,106.25,0.0,0.0,0.369,1.817,509.38,1.361,322.511,0.862,49.059,0.131,1.187,0.003,2.504,1.072,5.243,1.32,0.917,0.819,3.095,0.855,0.0,4.925,0.61,0.0,8.877,0.13,3.668,0.006,0.005,0.013,0.002,679.798,138.057
India,1942,IND,372999886.0,428796608512.0,1.133,0.003,53.53,-0.052,-0.096,566.102,3.14,0.558,1.518,1.32,0.144,0.125,51.254,0.137,5.938,1575.62,17646.986,1462.289,0.0,18764.479,107.393,0.0,0.0,0.372,1.847,512.572,1.374,327.185,0.877,49.58,0.133,1.143,0.003,2.952,1.074,5.265,1.311,1.056,0.826,3.137,0.865,0.0,4.986,0.587,0.0,8.885,0.132,3.696,0.006,0.005,0.013,0.002,688.791,138.874
India,1943,IND,370228201.0,446201692160.0,1.095,0.003,46.644,-6.885,-12.862,561.703,-4.399,-0.777,1.517,1.259,0.126,0.105,44.428,0.12,7.033,1622.265,18208.689,1506.717,0.0,19279.539,108.514,0.0,0.0,0.355,1.86,515.059,1.391,330.6,0.893,50.292,0.136,1.121,0.003,3.15,0.919,5.203,1.131,1.178,0.828,3.175,0.871,0.0,5.046,0.565,0.0,9.003,0.121,3.723,0.006,0.005,0.013,0.002,688.749,131.599
India,1944,IND,367477113.0,441698385920.0,1.058,0.003,47.696,1.052,2.254,567.89,6.186,1.101,1.545,1.286,0.13,0.108,45.499,0.124,8.091,1669.961,18776.58,1552.216,0.0,19799.732,109.654,0.0,0.0,0.364,1.904,520.194,1.416,335.561,0.913,51.141,0.139,1.14,0.003,4.667,0.924,5.229,1.176,1.306,0.831,3.214,0.878,0.0,5.106,0.541,0.0,9.129,0.107,3.75,0.007,0.005,0.014,0.002,699.839,133.8
India,1945,IND,364746467.0,434203197440.0,1.11,0.003,52.874,5.178,10.856,571.866,3.976,0.7,1.568,1.317,0.145,0.122,50.793,0.139,9.201,1722.835,19348.445,1603.009,0.0,20318.725,110.625,0.0,0.0,0.386,1.954,518.992,1.423,341.088,0.935,52.074,0.143,0.971,0.003,4.83,1.233,5.729,1.693,1.432,0.839,3.256,0.891,0.0,5.164,0.519,0.0,9.117,0.093,3.783,0.007,0.005,0.014,0.002,712.66,140.677
India,1946,IND,362036112.0,411463188480.0,1.005,0.003,52.225,-0.649,-1.228,573.029,1.164,0.203,1.583,1.393,0.144,0.127,50.322,0.139,10.206,1775.06,19921.475,1653.331,0.0,20839.525,111.523,0.0,0.0,0.388,1.986,520.804,1.439,345.56,0.954,53.036,0.146,0.898,0.002,2.769,1.133,5.587,1.555,1.503,0.845,3.295,0.903,0.0,5.221,0.497,0.0,9.222,0.081,3.813,0.007,0.006,0.014,0.002,718.907,140.649
India,1947,IND,359345897.0,340810006528.0,0.75,0.002,53.18,0.955,1.829,576.211,3.182,0.555,1.604,1.691,0.148,0.156,51.668,0.144,10.957,1828.24,20497.686,1704.999,0.0,21362.559,112.285,0.0,0.0,0.38,2.008,523.031,1.456,344.482,0.959,53.973,0.15,0.762,0.002,1.739,1.03,5.335,1.426,1.517,0.85,3.331,0.913,0.0,5.278,0.474,0.0,9.28,0.061,3.837,0.007,0.006,0.015,0.002,721.668,136.643
India,1948,IND,356675672.0,344050008064.0,0.806,0.002,53.204,0.024,0.045,576.146,-0.065,-0.011,1.615,1.675,0.149,0.155,51.628,0.145,11.763,1881.444,21073.832,1756.627,0.0,21885.502,113.054,0.0,0.0,0.385,2.044,522.942,1.466,349.125,0.979,54.831,0.154,0.769,0.002,1.562,0.977,5.239,1.38,1.52,0.853,3.365,0.922,0.0,5.334,0.451,0.0,9.422,0.056,3.859,0.007,0.006,0.015,0.002,729.003,137.385
India,1949,IND,355893489.0,353225015296.0,1.088,0.003,56.188,2.984,5.608,578.61,2.464,0.428,1.626,1.638,0.158,0.159,54.323,0.153,12.851,1937.632,21652.443,1810.95,0.0,22407.924,113.831,0.0,0.0,0.398,2.081,522.423,1.468,354.397,0.996,55.557,0.156,0.777,0.002,1.869,1.08,5.418,1.531,1.545,0.858,3.399,0.934,0.0,5.389,0.432,0.0,9.54,0.06,3.884,0.008,0.006,0.015,0.002,740.474,141.669
India,1950,IND,346278817.0,354332999680.0,1.354,0.004,61.103,4.915,8.747,716.767,138.156,23.877,2.07,2.023,0.176,0.172,52.56,0.152,14.205,1998.734,22369.211,1863.51,,23063.586,121.02,,,0.425,2.315,655.664,1.893,359.069,1.037,56.096,0.162,7.189,0.021,2.024,1.03,5.905,1.354,1.581,0.863,3.446,0.942,,5.465,0.434,,10.563,0.464,3.907,0.008,0.006,0.016,0.002,801.464,147.227
India,1951,IND,353870058.0,362445012992.0,1.658,0.005,64.022,2.92,4.778,759.044,42.277,5.898,2.145,2.094,0.181,0.177,54.512,0.154,15.863,2062.757,23128.252,1918.022,,23758.607,128.872,,,0.429,2.346,695.021,1.964,366.824,1.037,56.552,0.16,7.852,0.022,2.188,1.003,5.865,1.334,1.628,0.866,3.493,0.95,,5.544,0.435,,10.595,0.457,3.929,0.008,0.006,0.016,0.002,830.314,151.679
India,1952,IND,361874904.0,373116010496.0,1.834,0.005,67.426,3.404,5.317,788.201,29.157,3.841,2.178,2.112,0.186,0.181,58.03,0.16,17.697,2130.183,23916.453,1976.052,,24479.383,136.434,,,0.434,2.361,720.775,1.992,375.293,1.037,57.058,0.158,7.562,0.021,2.271,1.043,6.089,1.439,1.677,0.871,3.543,0.959,,5.627,0.434,,11.126,0.416,3.951,0.008,0.007,0.017,0.002,854.398,157.009
India,1953,IND,370104571.0,396813008896.0,1.958,0.005,68.705,1.279,1.896,805.679,17.478,2.218,2.177,2.03,0.186,0.173,59.067,0.16,19.655,2198.887,24722.133,2035.119,,25216.357,144.114,,,0.432,2.358,736.975,1.991,383.666,1.037,57.604,0.156,7.68,0.021,2.187,1.033,6.085,1.454,1.717,0.875,3.592,0.969,,5.71,0.432,,11.185,0.397,3.974,0.009,0.007,0.017,0.002,872.664,159.817
India,1954,IND,378687141.0,413406003200.0,2.281,0.006,72.414,3.709,5.398,826.103,20.423,2.535,2.181,1.998,0.191,0.175,60.592,0.16,21.935,2271.301,25548.236,2095.711,,25970.047,153.655,,,0.436,2.367,753.689,1.99,392.565,1.037,58.182,0.154,9.541,0.025,2.348,1.067,5.999,1.494,1.766,0.88,3.639,0.979,,5.789,0.434,,10.797,0.465,3.997,0.009,0.007,0.018,0.002,896.221,165.293
India,1955,IND,387700891.0,423653998592.0,2.326,0.006,78.788,6.374,8.802,839.262,13.159,1.593,2.165,1.981,0.203,0.186,63.711,0.164,24.261,2350.089,26387.496,2159.422,,26730.521,166.405,,,0.448,2.37,760.474,1.961,402.174,1.037,58.779,0.152,12.751,0.033,2.165,1.058,5.761,1.452,1.798,0.885,3.682,0.988,,5.866,0.441,,10.676,0.555,4.016,0.009,0.007,0.018,0.002,918.97,173.864
India,1956,IND,396988906.0,447916998656.0,2.554,0.006,81.656,2.869,3.641,851.622,12.361,1.473,2.145,1.901,0.206,0.182,65.157,0.164,26.815,2431.745,27239.121,2224.579,,27500.486,180.351,,,0.45,2.361,769.966,1.94,411.747,1.037,59.387,0.15,13.945,0.035,2.193,1.03,5.623,1.414,1.829,0.89,3.722,0.997,,5.94,0.448,,10.665,0.558,4.034,0.009,0.007,0.019,0.002,937.438,178.607
India,1957,IND,406253895.0,443355987968.0,2.903,0.007,91.635,9.979,12.221,867.809,16.187,1.901,2.136,1.957,0.226,0.207,72.838,0.179,29.719,2523.38,28106.93,2297.417,,28276.66,196.245,,,0.472,2.366,776.174,1.911,422.889,1.041,59.996,0.148,15.894,0.039,2.371,1.119,5.595,1.552,1.871,0.896,3.761,1.009,,6.013,0.458,,10.598,0.609,4.052,0.01,0.008,0.019,0.002,961.343,191.734
India,1958,IND,415777437.0,476938010624.0,3.154,0.008,95.816,4.18,4.562,882.14,14.331,1.651,2.122,1.85,0.23,0.201,75.819,0.182,32.873,2619.196,28989.068,2373.236,,29062.986,213.088,,,0.477,2.356,786.325,1.891,433.489,1.043,60.595,0.146,16.843,0.041,2.432,1.138,5.652,1.592,1.913,0.903,3.8,1.021,,6.087,0.468,,10.934,0.62,4.069,0.01,0.008,0.02,0.002,979.663,198.206
India,1959,IND,425780669.0,486917996544.0,3.537,0.008,101.447,5.631,5.877,892.365,10.224,1.159,2.096,1.833,0.238,0.208,79.523,0.187,36.41,2720.644,29881.434,2452.759,,29853.902,231.474,,,0.484,2.35,790.917,1.858,444.564,1.044,61.174,0.144,18.387,0.043,2.435,1.146,5.376,1.605,1.954,0.91,3.834,1.033,,6.153,0.478,,10.214,0.635,4.082,0.01,0.008,0.02,0.002,1000.724,206.265
India,1960,IND,435990344.0,520800010240.0,4.002,0.009,111.325,9.878,9.737,590.671,-301.694,-33.808,1.355,1.134,0.255,0.214,87.878,0.202,40.412,2831.969,30472.104,2540.637,,30333.248,250.919,,,0.503,2.075,479.346,1.099,456.893,1.048,61.725,0.142,19.445,0.045,2.543,1.186,3.67,1.704,2.0,0.919,3.83,1.047,,6.166,0.487,,7.148,0.623,4.088,0.011,0.008,0.021,0.002,904.515,219.462
India,1961,IND,446564730.0,536351997952.0,4.205,0.009,120.404,9.079,8.156,796.432,205.761,34.835,1.783,1.485,0.27,0.224,94.885,0.212,44.617,2952.373,31268.537,2635.522,0.004,31009.275,272.23,0.004,0.0,0.519,2.234,676.028,1.514,461.617,1.034,65.634,0.147,21.31,0.048,2.562,1.279,4.905,1.919,2.042,0.929,3.852,1.064,0.0,6.218,0.496,0.0,9.912,0.644,4.101,0.011,0.008,0.021,0.002,997.55,231.835
India,1962,IND,457283092.0,548431986688.0,4.381,0.01,132.582,12.177,10.114,531.393,-265.039,-33.278,1.162,0.969,0.29,0.242,103.26,0.226,48.998,3084.954,31799.93,2738.783,0.015,31408.088,297.115,0.011,0.0,0.542,1.97,398.811,0.872,465.114,1.017,66.067,0.144,24.885,0.054,2.484,1.36,3.305,2.096,2.075,0.942,3.841,1.085,0.0,6.219,0.508,0.001,6.3,0.699,4.104,0.011,0.009,0.022,0.002,900.85,247.785
India,1963,IND,468138576.0,576287997952.0,4.771,0.01,142.444,9.863,7.439,499.39,-32.003,-6.023,1.067,0.867,0.304,0.247,110.42,0.236,53.769,3227.399,32299.318,2849.203,0.026,31765.033,324.221,0.011,0.0,0.558,1.904,356.946,0.762,467.752,0.999,66.652,0.142,27.106,0.058,2.565,1.387,3.04,2.162,2.111,0.956,3.826,1.106,0.0,6.214,0.521,0.001,5.793,0.712,4.104,0.012,0.009,0.022,0.002,891.464,261.187
India,1964,IND,479229599.0,620466012160.0,4.944,0.01,139.488,-2.956,-2.075,490.407,-8.983,-1.799,1.023,0.79,0.291,0.225,105.924,0.221,58.713,3366.887,32789.727,2955.127,0.048,32115.951,352.343,0.022,0.0,0.542,1.856,350.919,0.732,472.497,0.986,68.446,0.143,28.122,0.059,2.398,1.289,2.94,2.032,2.132,0.966,3.808,1.124,0.0,6.211,0.531,0.002,5.99,0.685,4.1,0.012,0.009,0.023,0.002,889.61,259.534
India,1965,IND,490140141.0,596064993280.0,5.398,0.011,153.702,14.214,10.19,477.362,-13.045,-2.66,0.974,0.801,0.314,0.258,116.456,0.238,64.111,3520.589,33267.09,3071.583,0.33,32439.611,383.158,0.282,0.001,0.568,1.817,323.66,0.66,473.628,0.966,68.281,0.139,30.815,0.063,2.494,1.359,2.819,2.202,2.159,0.979,3.789,1.146,0.002,6.206,0.541,0.023,5.754,0.699,4.092,0.012,0.009,0.023,0.002,890.637,278.181
India,1966,IND,500740250.0,601424986112.0,5.57,0.011,159.373,5.671,3.69,564.305,86.943,18.213,1.127,0.938,0.318,0.265,116.984,0.234,69.681,3679.962,33831.395,3188.567,0.641,32844.543,418.834,0.311,0.001,0.572,1.885,404.931,0.809,481.585,0.962,71.059,0.142,35.676,0.071,2.39,1.343,3.303,2.187,2.176,0.99,3.78,1.166,0.004,6.221,0.555,0.023,7.753,0.75,4.087,0.013,0.009,0.024,0.002,944.037,286.519
India,1967,IND,511606375.0,650715987968.0,5.821,0.011,159.556,0.182,0.114,574.201,9.896,1.754,1.122,0.882,0.312,0.245,119.096,0.233,75.502,3839.518,34405.594,3307.663,1.129,33259.188,451.532,0.487,0.001,0.565,1.867,414.645,0.81,486.468,0.951,73.784,0.144,32.698,0.064,2.426,1.304,3.255,2.264,2.193,1.0,3.77,1.187,0.006,6.236,0.56,0.034,7.677,0.644,4.083,0.013,0.009,0.025,0.002,954.923,289.186
India,1968,IND,522716894.0,668219998208.0,5.872,0.011,174.069,14.514,9.096,437.064,-137.137,-23.883,0.836,0.654,0.333,0.26,123.826,0.237,81.374,4013.587,34842.656,3431.489,1.88,33522.184,493.781,0.751,0.001,0.589,1.758,262.995,0.503,494.518,0.946,76.257,0.146,42.25,0.081,2.3,1.349,2.396,2.328,2.201,1.012,3.743,1.208,0.009,6.223,0.573,0.048,4.932,0.764,4.074,0.013,0.01,0.025,0.002,918.913,307.747
India,1969,IND,533880544.0,712563032064.0,6.438,0.012,177.413,3.344,1.921,486.064,49.0,11.211,0.91,0.682,0.332,0.249,123.368,0.231,87.812,4191.001,35328.723,3554.856,2.876,33830.836,539.132,0.997,0.002,0.588,1.767,308.65,0.578,500.735,0.938,78.16,0.146,45.35,0.085,2.379,1.289,2.48,2.236,2.213,1.021,3.717,1.228,0.013,6.213,0.585,0.058,5.289,0.758,4.062,0.014,0.01,0.026,0.002,943.192,313.669
India,1970,IND,545864268.0,748744015872.0,6.495,0.012,181.723,4.309,2.429,376.376,-109.687,-22.566,0.69,0.503,0.333,0.243,123.551,0.226,94.307,4372.723,35705.098,3678.407,3.8,34025.488,588.464,0.923,0.002,0.593,1.66,194.654,0.357,506.325,0.928,79.372,0.145,49.332,0.09,2.253,1.22,1.828,2.168,2.215,1.028,3.677,1.246,0.016,6.184,0.595,0.052,3.419,0.725,4.043,0.014,0.01,0.026,0.002,906.323,323.925
India,1971,IND,558096383.0,755656032256.0,7.052,0.013,191.964,10.241,5.636,426.867,50.49,13.415,0.765,0.565,0.344,0.254,126.966,0.227,101.359,4564.687,36131.969,3805.374,4.884,34260.391,643.906,1.085,0.002,0.601,1.694,234.903,0.421,511.511,0.917,81.59,0.146,55.443,0.099,2.327,1.238,2.07,2.228,2.223,1.035,3.643,1.264,0.019,6.17,0.607,0.056,4.59,0.77,4.029,0.014,0.01,0.027,0.002,945.288,335.644
